model,box_precision,box_recall,box_map50,box_map50_95,mask_precision,mask_recall,mask_map50,mask_map50_95,pixel_iou_micro,pixel_dice_micro,pixel_precision_micro,pixel_recall_micro,pixel_iou_macro,pixel_dice_macro,boundary_f1_macro
teacher,0.970278493449258,1.0,0.9949999999999998,0.9933368167085536,0.970278493449258,1.0,0.9949999999999998,0.9913502162268852,0.9808529690879926,0.9903339464307526,0.9900925226227802,0.9905754880048316,0.9809637906119256,0.990370518438867,0.9825457098637068
pseudo_finetuned,0.990250657674446,1.0,0.9949999999999998,0.9948566486972144,0.990250657674446,1.0,0.9949999999999998,0.9907099552229454,0.9808504194347551,0.990332646838266,0.9875402346127938,0.9931408957396052,0.9811163273453252,0.990453875633394,0.9826297701037414
