,samples,threshold,accuracy,balanced_accuracy,precision,recall_sensitivity,specificity,negative_predictive_value,f1,mcc,roc_auc,pr_auc,brier_score,tn,fp,fn,tp
overall,6815,0.50927734375,0.994424064563463,0.9379158548116289,0.963963963963964,0.8770491803278688,0.9987825292953888,0.995449719399363,0.9184549356223176,0.9166705659810668,0.990815643001664,0.949967063018556,0.004850889911878075,6563,8,30,214
